Event, mu_E, mu_Px, mu_Py, mu_Pz, B1_E, B1_Px, B1_Py, B1_Pz, B2_E, B2_Px, B2_Py, B2_Pz, J1_E, J1_Px, J1_Py, J1_Pz, J2_E, J2_Px, J2_Py, J2_Pz, J3_E, J3_Px, J3_Py, J3_Pz
4336, 41977, 35446.1, -5035.54, -21915.2, 151791, -57895, -78516, -116007, 75893.7, 54908.2, -4729.08, 50651.9, 296345, -13391.8, 269392, 119451, 220687, -2655.78, -90739.9, 200951, 50297.7, -2300.78, -47765.6, 12035.8
4344, 115550, 3337.49, 90411.3, 71878.2, 41412, 32764.6, -23383.2, 4922.98, 54562.8, -36804.9, -10433.3, 38204.4, 248327, -33433.4, -61717.5, 238027, 78152.2, 1265.99, -51944.8, 57762, 30752.6, -28973.1, 7688.28, -2833.93
4360, 69350.6, -62380.3, -10921.9, 28264.9, 58197.2, 40762.8, 33353.5, 22743.6, 38177.9, 35546.8, -5720.84, -11062.8, 77407.6, -17217.1, -74092.3, 8408.98, 93359.4, -28983.3, -20894.2, 86056.9, 29239.8, -28360, 465.965, 1741.4
4368, 55901.8, 29145, -450.985, 47700.7, 132650, -34814.9, -70506.6, 105984, 59264, 42690.6, 39512.3, -393.537, 297070, -14981.7, 66003.1, -289163, 64262.9, -17147, -56272.2, 24874.3, 27704, 25175.1, 7274.31, 8320.24
4380, 102388, -45947.2, 10677, -90874.4, 79881, -49504.4, 14108.1, -60742.6, 64971.9, 21660.6, 38014.2, -47478.1, 69212.4, -51328.2, 2914.58, 44999.8, 102389, 23793.9, -44783.4, -88782.6, 59470.7, 16730.2, -28779.1, 48976
4384, 115185, -37608.3, -51508.8, 95916.4, 173232, -133774, -12178.9, 108342, 369251, 96468.4, 12083.4, 356157, 238733, -136336, -193408, -21678.8, 454295, 151593, 101494, 415784, 306387, 61300.1, 126371, 271875
4385, 105344, -39964.2, -35433, 90799.9, 80159.6, -74219.7, 15961.1, 24717.9, 128521, 45642.5, -45957.4, 110256, 298401, -15135, 69796.8, 289500, 121914, 36448.7, 6456.56, 115924, 42612.5, -12090.1, 34984.7, -20545.3
4396, 59733, -261.486, -28566.6, -52458.5, 130497, -95397.7, -46896.6, -75202.4, 326885, 37519.2, 66337.4, -317861, 45948.4, -13430, 39592.2, 17247, 156327, 36712.6, 335.187, -151867, 63554.1, -23405.3, -27218.5, -52133.8
4412, 30576.6, 15868.9, -25858.1, -3801.88, 270264, -46686.7, -71610.2, -256292, 91758.1, -59999.5, 38461.2, -56260.9, 146627, 56536.9, 91341.2, -99189.4, 90499, -3507.93, 87982.7, -20580.4, 59881, 16186.6, 24527.8, -51870.3
4427, 242088, -3236.74, 42983.1, 238220, 245049, 8011.18, -77190.4, 232246, 68056.4, 9748.37, -66812.1, -2831.57, 120564, -7326.54, 46270.2, 110935, 49863.4, -46361.3, -1399.96, 18003.8, 31248.9, 3320.79, 28449.2, 11962.1
4445, 105550, -24414.5, 102328, 8575.26, 92164.6, -89172.6, -14537.9, 17469.4, 245741, 84996.4, 14653.9, 229910, 423261, 32780.4, -75545.8, 415106, 137869, 22986.9, -68934.7, 117011, 111697, 39890.6, -22409.7, 101647
4479, 100276, -87983.8, 11823.2, 46629.9, 135872, -42672.7, 124906, 29155.7, 358762, 72016.9, -46332, -348165, 117612, -5901, -68315.1, -94207.5, 75574.3, 50180.2, -10778.9, -54600.5, 49703.6, 20487.4, 18432.3, -41037
4484, 91739.9, 42075.6, -9165.3, 81005.2, 194086, -11964.7, 134161, 138627, 88383.8, 67288.4, -31574.4, -45705.6, 117670, -54638.2, -50781.7, 89052.8, 127526, -48212.2, -28046.2, -114178, 67841.9, -9662.56, -35364.8, 56748.5
4487, 49408.4, -36669.9, 5619.22, -32633.1, 94760.8, 16317.5, -87083.3, -32363.5, 83397.9, 59395.4, -12318.8, -56650.1, 71870.6, 13282.6, 37402, -59818.4, 30617, -29786, 4689.93, 1938.2, 40651.6, -19158.2, -22744.3, 27311.5
4492, 115863, 52271.3, -32720.5, -98088.4, 156498, -10757.9, 100137, -119289, 26350.7, -17495.6, 18044.4, -6784.39, 54827.5, 43455.7, 11938.8, 30670.9, 84215.4, -20983.8, -38823.6, -71212.6, 49434.2, 2549.77, -27721.3, -40313.8
4503, 83550.1, 42770.9, 69723.5, -17026.4, 73190.5, 34240.2, 24929.2, 59456.5, 163773, 25222.1, -19126.2, 160582, 204149, -29822.2, -60405.8, 192522, 187949, -32413.7, -8930.06, 184844, 98248.3, -21685.5, 20842.1, 93455.8
4537, 62047.8, 56712.9, -15742.7, 19640.1, 46257.3, 9150.92, -44442.6, -1310.2, 50204.5, -38765, 7065.46, -30261.5, 660940, -133057, 9552.95, -647102, 136980, -47880.5, -2247.14, -128181, 116051, -21384.7, 21927.3, -111865
4548, 107163, 3313.27, -40423.3, -99190.7, 81644.4, 67930.1, -42019.6, 10933.7, 58978, -32822.7, 6811.74, -48255.2, 228907, -195228, 108560, -47234.6, 144543, 68544.9, -70227.9, -105119, 302586, 61783.3, 22871.4, 295268
4558, 330628, -140427, 28889.2, -297927, 501965, 114123, -63640.9, -484481, 30666.7, -1837.38, 30060.6, -4229.36, 104869, 61725.6, -28433.2, -79270.3, 111342, 51475.3, 2726.83, 98453, 64364.3, 16120.7, 33663.7, -52193.6
4574, 56389, 41393.7, 35478.5, 14406.3, 193459, 192367, -830.301, -8499.24, 45759.6, 8848.39, -44149.4, -1929.95, 125715, -112841, -10310, -52954.4, 104245, -99609.5, -9558.81, 28692.8, 66510.5, -22159.8, 38172.6, -49329.9
4582, 161832, 79357.9, 4218.8, 140975, 491075, 51738.7, -79265.9, 481787, 402260, -89468.7, -25308.9, 391292, 75105.3, -3901.54, 48768.3, -56178.8, 135963, -31622.5, 16708, 130969, 63423, 21925.3, 15104.3, 57385.8
4593, 36621.9, -1675.25, -30257.4, 20562.9, 81389.1, 37064.3, -18768.2, -69754.5, 36984.3, -36527.7, -640.801, -4207.61, 108002, -50532.5, 35547, 88237.1, 71985.4, -56031.3, -19387.7, -40604, 41531.8, -36703.7, -11710.3, 15298.5
4605, 34285.3, -15408.4, 29540.5, 8087.66, 190936, 45635.5, -19690.7, -184126, 56092.7, 4183.86, -41364.7, 37098.8, 55769.8, 46317.7, 29243, 3409.54, 40714.8, -14255.5, 29431.7, -23657.3, 85603.4, 16103.4, -23520.6, -80468.2
4606, 84382.2, -5173.43, -44999.6, 71194.2, 331965, -57267.2, 183955, 269592, 54156.6, 8899.29, -46342.7, 24897.7, 86532, 73082.6, 17038.4, -41796.2, 238004, -59244.6, -31692.2, 228155, 40899.4, 5430.11, 37474.7, 14794
4624, 183841, -51638.9, 16055.8, -175708, 134969, 57277.4, 120297, -17639.5, 77383, 14045.2, 21382.9, -72891.3, 155252, -7119.15, -121721, -94520, 70454.7, 49184.9, 17925.6, 46893.2, 48624.5, -40533.6, 7459.62, 25459
4658, 84568.6, 23895.3, 40678.8, -70186, 150784, -122112, -81946.2, -27638.1, 91947.1, 33185.4, 1571.21, -85458.9, 89562.9, 74320.9, 3170.21, 48232.3, 84661.8, -3501.68, 53842.7, -64707.2, 40043.7, -27572.1, 25074.4, 13214.3
4678, 68725.4, -3366.21, -31543.6, -60965.9, 236366, 24682, 104979, -209952, 96129, -83464.9, -45053.3, -10969.6, 68100.1, 61732, 25227.6, 5467.03, 113603, -30348.2, -12935.2, -108537, 34236.4, -17631.1, 20411.5, -20613.7
4682, 94530.2, -35013.4, 24400, 84348.4, 115608, 69039.6, 46480.6, 78896.8, 54520.9, -34282.5, 15551.9, 38830.5, 242695, 19962.6, -114454, 212350, 74819.8, 6638.27, 50503.2, 53878.7, 44759.3, -31843.9, 19829.4, -22862.5
4694, 81427.1, 76066.8, 15467, 24596.3, 86466.9, -10941.2, -80005.5, 29624.5, 76018.4, 2538.18, -28111.5, 70471.6, 190986, -9907.64, 57832.6, -181287, 53440.4, -15570, 50221.6, 2013.64, 35635, 28956.8, -15699.7, -12604.2
4710, 93068, 14376.2, 86283, 31783.8, 413201, 4424.58, -240979, -334527, 57581.9, -23350.6, 42616.4, -29347, 227381, -10284.5, 145116, 174414, 171211, 57405.7, -49029.9, -152422, 104634, -25548.9, -21491.1, -99099
4712, 220866, 37533.2, 59228, -209440, 224119, -60881.2, 45911.2, -210563, 65951, -35138.5, 27284.3, -47955, 483500, 82803.8, -66769.8, -471377, 201280, 9658.22, -73028.9, -187160, 60535.1, -30417.6, 5964.16, -51522.4
4713, 82659.6, 22961.6, 34474.5, -71532.4, 394008, -17747.1, -83225.9, 384642, 54327, -25577.7, 18508.3, 43646.4, 39135.9, -17793.7, -30847.5, -13836, 29580.9, -24793.7, -14288.4, -4190.92, 83449, -24217.5, 13109.9, 78546.3
4751, 67538.2, -49478, -13028.9, -44085.9, 320762, 49918.2, -113395, -295549, 133271, 85715.2, 45782.3, 90341.7, 207549, -103155, 97511, 150250, 136424, -85918.5, -52188.1, 90028, 82788.5, -44060.9, -2736.61, 69244.5
4762, 74643.4, -4788.8, 38603.6, -63706, 123492, -41941.3, -93504.1, -67673.9, 204153, -42756.2, 74247.7, 185064, 540615, 120097, -8149.59, 526598, 196115, -64957.6, 5996.26, 184923, 66888.3, -23494.5, -37838.3, 49278.9
4765, 56768.7, -30039, 22730.4, -42469.5, 124637, 92981.9, 29876.9, -76071.8, 114129, -90642, 4073.33, -68514.7, 108113, 18021.7, -65464.2, -83393.3, 257092, 41497.3, -44344.7, 249795, 44784.3, -22266, -37849.8, -889.287
4779, 188170, -18992.1, 26770.8, 185285, 99703.2, 2557.84, -68506.8, 71853.5, 75727, 54414.3, -30366.4, -41530.5, 87311, -48742, 39062.9, 60377.7, 72498, -35601.1, -17091.9, 60365.9, 32901.6, 15208.7, 21126.4, -19299.5
4789, 357964, 82112.8, -28366.2, 347262, 424466, 35454.8, -82640.4, 414699, 64498.5, -62954, 4760.5, 10145, 91629.2, -32359.3, 73113.2, -43129.4, 52477.8, -2561.82, 41436.7, 31234.9, 30568.6, -14379.3, -25020.9, 8590.45
4801, 171909, 40229.8, -9247.45, -166880, 232137, 114846, -9028.19, -200964, 209528, 71817.8, 49419.5, -190330, 83799.9, -68493.8, 38647.5, -26092.1, 180240, -33650.1, -5482.73, -176921, 96025.5, -28615.8, -12834.1, 90600
4803, 43550, 18108.7, 27613.5, -28392.9, 97379.3, -30080.9, 28303.3, 87645.2, 123805, 20055.2, 27432.2, 118927, 63260.1, -48763, -14964.3, 36609.4, 148806, -3821.79, -48513.2, 140513, 116275, -33216.4, -5856.61, 110999
4805, 34511.1, -32560.6, -7144.79, -8931.19, 129516, 111415, 7348.97, -63431, 114717, -78215.3, 40699.9, -72091.7, 326055, -44102.6, -91916.2, 309495, 95517.9, 66387.6, -65623.8, 14588.6, 42461.8, -27198.2, 31340.7, -6763.99
4806, 145506, -43261.4, 37848.4, 133671, 105880, -26892.2, 67394.1, 76782.7, 116836, 8111.83, -67740.9, 94338.1, 273400, 128369, -20215.6, 240285, 257308, -41970.9, -3694.38, -253700, 131956, 13291.7, 26520.5, 128495
4809, 108521, -81086.5, -53042.7, 48869.1, 140714, -97385.4, -72946.6, -70366.5, 230798, 59953.6, 75920.9, 209162, 163700, 85383.6, 97683.8, 99192.7, 276264, 11800.9, -91639.3, -260022, 157296, -31536, -1343.66, -154036
4852, 109866, -44592.4, 49482.5, 87369.5, 208570, 99608.5, 128565, -130036, 76538.2, 37624.8, -28909.8, 59742.9, 585186, -54864.3, -150044, -562834, 60354, -41843.1, 9638.05, -41533, 38609.8, 27794.9, 26246, 1778.65
4857, 192611, 158623, -90161.2, 61714.1, 95537.4, 44493.3, -82548.8, -1670.44, 73754, 16237, 70539.8, 1454.56, 201087, -172943, 97385.5, -18368.7, 67814.4, -61821.7, -5598.24, 25655.1, 28869.9, -15595.7, 20344.3, -12158.6
4932, 139844, -44315.7, -55660.9, 120392, 233028, 96932.9, -154929, 143552, 452097, 48691.3, 116069, -434129, 218247, -60642.8, 65762.8, -199022, 312869, -62744.3, 38423.3, -303739, 39233.7, -14066.8, 34973.2, 9298.05
4939, 44210.4, 24872.2, 29284.1, -21871.5, 329486, -81517.5, 53693.9, -314514, 79912.9, 38892, -21894, 65883.9, 96903.1, 24754.6, -90039.6, 23406.6, 74265.3, 27832.1, -46857.1, -48897.4, 171360, -14514.2, 38267.1, -166343
4973, 85588.5, -20123.3, -19853.1, 80785.5, 138062, -113900, 38993, 64368.3, 119775, 51450.9, -10723.2, 107229, 233108, 7391.43, -110370, 204936, 314335, 26848.9, 68696.6, 305316, 55179.8, -24596.2, -19582.7, 44802.6
4975, 427239, 188206, 38799, -381585, 328030, -244074, -93514.3, 196440, 187018, 111435, 51783.1, -140317, 80098.2, -34550.4, -60342.9, 37983.6, 42560.3, 34001.2, 23357.2, 7341.02, 51805.4, -14724.5, 26894, -41310.2
5008, 158515, 14174.2, 24895, -155905, 180942, -173212, -427.698, -49654.9, 301176, 121720, -2688.9, -274788, 324884, 150028, 133291, -254446, 69339.2, -25157.5, -62022.5, 12343, 63578.4, -47821.7, -19057.6, -36205.8
5029, 310113, -33928.5, 92278.1, 294115, 236696, 92522.8, -22439.6, 216320, 42814.2, 31378.9, -16215.2, 23289.4, 552574, -49786.8, -86979.5, 543352, 105793, -32917.3, -26553.5, 96795.4, 32412.2, -25629.3, -9230.64, -16231.5
5060, 90192, 58640.4, 37276.3, -57501.1, 220725, -118361, 47397.3, 179820, 62797.1, 54093.8, -19295, -23767.6, 371051, -12010.2, -65828.3, 364803, 49813.6, -4966.64, -31165.4, -37957.9, 32173.7, -29312.4, 7253.69, -9878.37
5094, 115249, 64378.6, 2004.28, 95570.2, 74881.6, 55734.5, 42372.4, 24997.3, 105461, -13579.9, 30403.5, 100053, 173761, -67062.3, -15793.8, 159314, 39546.1, -35594.2, 876.201, 16844.8, 128353, -16268.2, -25431, -124655
5104, 37065, 31504.6, -17062.6, -9494.13, 67884.6, -62380.6, -24468.9, 4666.28, 132362, 26305.3, 20710.1, 127948, 152962, 119185, 40033.9, 86456.1, 441283, -98206.3, 25368.9, -429197, 41487, -803.323, 37187.5, 17128.3
5111, 82872.8, 30411.9, 28100, 71787.2, 146953, 59467, -15028.8, 133314, 111099, -54713.8, 22371.4, 93724.3, 383575, 62467.6, -164904, 340208, 197471, -32222.5, -62082.7, 184382, 159135, -46858.7, 23906.3, 150070
5114, 81751.2, -69789, -3428, 42438.2, 171913, 66437.4, 27816.8, -155921, 103040, -61538.5, 13829.6, 81210.1, 259463, 106819, 36246, 233543, 99426.8, 40411.3, -71521.9, -55541, 63873.4, -9098.69, 62623.9, -2152.78
5136, 190712, 89600.2, 50807.7, 160504, 198914, 12871.2, -57398, 189836, 35044.2, 27901.4, 2259.61, 20674.5, 114697, -79468.8, -10616.1, 81910.9, 42815.1, -18042.2, 20408.5, 32840.5, 29340.7, -26394.9, 1653.03, 12302.1
5150, 95444.6, 41806.3, -74676.2, 42253.6, 122664, -100079, 69466.5, 4028.1, 170613, -66184.3, -30742.6, 153875, 154935, 102512, 12174.9, -115173, 119016, 34930.1, -30285, 109275, 36433.1, 20094.1, 23804, -18321.3
5171, 62934.1, -22962.4, 26954.8, 52027.5, 156435, 116442, 88541.1, 54687.6, 174153, -74082.1, -1894.1, 157184, 271808, -86621.4, -124364, 225214, 323131, -31313.9, -101274, 305135, 48145.5, 9786.56, -45552.2, -9272.19
5210, 134788, 73545.5, 15922.9, 111828, 104306, -39042.2, -85914.7, -41258.9, 54100.8, -4755.79, 29629.6, -44629.1, 130238, -102168, -16238.9, -78447, 100336, 51357.3, 70064.3, 48470.2, 61451.1, -6223.61, -24391.8, 55764.3
5217, 90220, 27363.3, 29156.7, 80875.1, 421539, -33719.4, 151850, 391728, 66910.4, 37741.6, -52667.9, -14222.4, 199094, -76292.1, -132466, -127095, 140909, 76631.8, 16947.4, 116602, 88167.1, 53440.7, -50917.2, 48062.8
5231, 170837, 93764.6, -16379.1, -141864, 83482.6, -80486, -19470, 4412.43, 79951.7, -19528.7, 60842.8, -46546.4, 139958, -41649.3, -10958.8, 132980, 30139, -8262.49, 25489, 12272, 27320.2, 25081.8, 5790.22, 8148.29
5239, 52162.6, -36742.8, 21090.6, -30431.6, 155897, 72328.5, 95836.7, -97630.2, 114562, -32410.1, -33133.5, -104608, 78540.7, -41458.1, -53870.3, -37020.3, 205176, 2461.29, -43637.1, 200344, 149431, 32468.3, -24232.9, -143756
5251, 64504.3, -37008.6, -7555.22, -52288.5, 397445, -46347.5, -95911.1, -382531, 104260, 37541.4, -14055.4, -95922.8, 92126.9, -58191.1, 54110.5, -45942.4, 43131.8, 21811.7, 35774.2, -4850.02, 37332.8, 34906.6, 9684.9, -6055.04
5301, 54705.9, 32030.3, -40647.8, -17735.5, 56940.5, -47320.9, 6965.42, 29815.6, 168880, 37882.9, -23092.8, -162692, 247045, -2917.14, 101310, -225156, 105579, 44116.1, 34573.3, -88874.9, 131866, 35111.1, 25802.3, -124167
5304, 116197, 21075.3, 43490.2, 105670, 590983, 14809.1, 211900, 551264, 73721, -3302.3, -56216.1, 46390.9, 159293, 22766.7, -51448.5, 148679, 230353, 2564.62, 55767.2, 223473, 172409, 32074.8, 28206.4, -166866
5366, 89468.8, -5491.98, -34545.1, 82347.6, 204266, 190687, 69835.6, 2355.47, 254027, -105161, -48021.1, 226093, 353317, 27579.7, 53970.9, -347982, 47204.7, -19260.9, -37054.6, -21017.1, 32921.5, 31209.6, -7472.38, -4989.02
5409, 63599.8, 22996.4, 24094.3, -54180.7, 146885, -65338.6, 60267.1, -116172, 186921, -27315.8, 39857.7, -180326, 297056, -12631.1, -53948.2, -291794, 173356, 39894.6, -29719.5, -165977, 31742.2, -3296.64, 29672.3, -8277.56
5412, 244476, 27308.9, 87257.2, 226736, 94200.2, 61835.3, -5358.27, 69924.1, 28976.6, -23497.6, 16050.1, 2693.58, 226317, -23447.4, -76041, 211734, 165864, 40434.2, -12565.4, 160296, 43617.4, -33917.2, -19256.5, -18965.4
5440, 41220.4, 30173.3, 13290.6, -24739.5, 48192.9, -27458.4, 14884.9, 36229.7, 28440.2, -26169.2, -5233.16, 8390.04, 82317.2, 47877.9, -47955.8, -46121.3, 46418.3, 21248.2, -27723.4, 30344.9, 85465.4, 10659.7, 23698.6, 81159.6
5491, 538572, 222108, -226914, 435014, 555891, -147858, -80076.2, 528927, 147612, 45364.8, -12508.3, 139741, 636758, 77441.2, 373209, 509480, 438710, -244182, -57075.3, 358888, 72230.6, 27840.9, 3002.89, -66432.5
5496, 126644, -47920.5, -15032.1, -116260, 178889, -56460.4, -53340.2, -160666, 175867, 45432.8, 35917.8, -165818, 1.07277e+06, 205931, -51364.9, -1.05137e+06, 312669, 26700.9, -44996.2, -308212, 41672.2, -28343.6, 10451.5, -27980
5498, 133262, -4150.92, -38539.8, -127500, 67502.7, 2080.1, 62135.3, 25279.9, 45271.7, 33759.7, 27057.1, 10020.2, 104864, -89963, -51235.4, -4235.49, 106282, 52948.7, -11513.3, 90913.6, 50387.2, -24968.7, -2372.4, 43456.9
5500, 77178.4, 54814.1, -36575.1, 40176.7, 227759, 198905, -108270, 19391.4, 326845, -160487, 94904.2, 268125, 368441, -98460.8, 39555, 352693, 53928.3, -29555.6, -43225.4, 7249.26, 51784.4, -6046.49, 27707, 42990.4
5509, 57937.5, -30317.6, 41934.8, 26058.7, 83348.1, 14672.7, -79735.4, -17095.2, 169439, -30152.8, -30527.5, 163808, 82573.4, 39699.3, -1998.94, 71989.3, 37115.1, -8305.43, 34862.1, 3291.01, 37325.1, -17220.9, -25180.6, -20299.4
5518, 196316, 8723.05, -42622.3, 191435, 149816, -118502, 87043.6, -25877.4, 122851, 35767.7, -79021.5, 86480.8, 627998, 197766, 75050.3, -590052, 97126.1, 18113.2, 94372.3, -7933.82, 145268, -75200, -45083.9, -114662
5525, 36325.2, 19601.4, -19808.8, -23300.2, 149467, -56604.1, -58130.8, 124190, 71773.9, 2288.17, 38941.3, 59793.8, 117154, 59136.7, -20278.7, 98781.3, 58939.9, 47977.4, -22771.7, -24525.4, 31929.7, -5824.17, 25047, 18315.6
5546, 114729, -61045.6, 3965.14, 97059, 131395, -122360, 32399.5, 33861.8, 55460.4, 29937.6, 44691.3, 10439.2, 277080, 116681, -26179.9, 249511, 84528, 42958, -37092.9, 62243.2, 103727, 6625.94, 34723.4, 97343.3
5559, 152163, 93939.7, -112780, 40119.3, 70357.6, 52870.2, 25547.5, 37851.5, 44420.8, 29285.7, 922.149, -32996.2, 310097, -141586, 50760.5, -270885, 81762, -74473.5, 22257.2, -23681.1, 35457.6, -1296.3, 34996.3, 480.542
5561, 31563.1, -20433.5, -22826.7, -7591.39, 170237, -44319.3, -13818.7, 163690, 51344.3, -39723.7, -14472, -28609.9, 77893.5, 54361.2, 50545.9, -20071.5, 62085.8, 5815.34, 33103.3, 51599.1, 45867.3, 24341.9, -11553, 36939.8
5578, 316535, 191408, -218147, 126369, 246654, -48427.7, 134615, -200458, 34463.8, 20775.5, 24899.7, 9617.9, 379768, -221652, 137877, -273813, 60829.6, -43223.6, 38387, -16696.6, 142890, 20025.8, -19652.9, -140068
5618, 101335, -54295.7, 48267.7, 70647.6, 141729, 117976, 4175.09, 77207.8, 87220.1, 36658.8, 73462.7, 23774.6, 186922, 73265.8, -56941.8, 161609, 81864.2, 6269.63, -68678.2, 43386.1, 38875, 28452.6, 21017.1, 14901.5
5625, 178209, 823.511, 70803.1, 163538, 173010, 79678.6, -1195.26, 153191, 101353, -37773.8, 69051.5, 62782, 108272, 62901.2, -32294.9, 81824.1, 108012, 11101, 28708.2, 103361, 31866.9, -10541.1, -28907.3, -6437.9
5643, 69155.7, 7810.49, -48729.8, 48444.8, 44778.4, 43259.3, 7867.79, 5104.5, 45058.3, 3703.93, 39937.6, 19688.1, 88082.1, -37782.5, 70110.8, -36160.9, 126124, 22369, -49772.9, -112948, 43337.7, -34474.8, -12170.5, 21821.5
5645, 47810.4, 46435.5, -3000.31, -10980.1, 182065, -11408.2, -93675, -155451, 80321.6, -62868.5, 24884.2, -41715.8, 102151, 61748, 21927.5, 77223.6, 38591.6, -36135.8, 10332.9, 2953.7, 120558, 20113.2, 17005.9, -117575
5665, 71314.1, -4887.1, -38037.3, 60124.6, 190384, -32545.5, 35741, -183961, 82818.9, -34464.1, -3456.13, -75015.6, 512964, 71716, 45885.3, -505747, 95547.6, 8884.08, -66770.4, -67365.9, 40598.1, 3006.07, 24906, -31579.2
5667, 59563.4, 25472.3, 17371.2, -50962.7, 102707, 87537.9, -27339.4, 45607.4, 42387.2, 18521.3, 29581.9, 23680.9, 82978.8, -81108.4, -12399.1, 3919.47, 144940, 52703.1, 50831.1, 124769, 46368.8, -25106.9, -32846.4, 19969
5679, 54879.9, -52876, -13498.2, -5806.96, 205705, -95654.9, 102914, 149365, 86897, -65978.6, -8932.38, 55001.6, 157117, 70438, -124169, 63504.3, 450043, 99525.3, 11560.4, -438549, 116621, 16694.4, -55587.5, -100535
5699, 239115, -28356.9, -89408.6, -219950, 116772, -28287.6, 61899.9, -94119.1, 75306.6, 7383.4, -38456.3, 64064.4, 133515, 4235.27, 119516, 58008, 51097.7, 33523.2, -17208.4, -34156.5, 82852, -13745.3, 30122.5, -75799.6
5703, 82139.7, 21079.4, -71957.6, -33536.3, 222466, 58379.4, -200257, 74933.8, 212482, -93695.5, 131721, -137438, 69026.8, -25027.8, 54820.6, 29449, 81626, 21738.5, 20841.7, 75643.3, 132736, 3620.77, 27637.5, 129698
5712, 64126.9, 27044, 53549.6, 22656.3, 50614.7, 27505.6, 29786.3, 29753.7, 49149.7, 20367.4, -16269.2, -41383.5, 493736, -115855, -109698, 467054, 121934, 52233.5, -89928.3, -62500.8, 105256, -29336, 83928, -55566.1
5729, 409459, 92786.1, -103189, -385227, 144035, -73462.2, -13593.7, -123115, 165011, -7383, -72809.3, -147760, 471818, 38114.2, 465604, -62371.5, 472651, -233081, -181344, -368854, 341688, 81429.9, -35187.1, -329653
5765, 94846.8, -6690.5, -85124.5, 41291.3, 304120, 37984.7, 165786, 251655, 35720.5, -31643.7, 10532.4, 11532.5, 169002, -62062, -54535.7, -146930, 52045.4, -24420.7, 33180.2, 31064.6, 65392.4, 34082.4, 13695.9, 53715.5
5770, 171956, 36956.3, 33329.1, -164597, 237199, 31347.7, 116779, -203117, 107529, -72837.8, -3948.24, -78068.4, 79165.4, -6201.83, -77389.5, -8025.14, 52872.2, 35496.4, -130.147, -38196.6, 33322.4, -20628, 15542.1, 20342.6
5849, 79182.4, 22348.2, 19156.4, 73508, 275353, -58301.5, -122961, 238888, 101339, 87789.5, 40744.5, -27529.1, 66914.5, -334.095, 62089.7, 24201.9, 41289.6, -31190.9, -17455.4, 19850.6, 65355.7, 30611.9, -14111.3, 55621.7
5874, 196116, 13006.6, -58147.5, -186846, 158013, 83045.9, -50952.8, -122750, 86199.6, 57384.3, 38584.6, 50206.6, 113135, -1010.72, 109618, -22112.8, 159605, -92521.2, 620.404, 128965, 92084.6, -41248.3, 59143.9, 56198.5
5879, 264102, -106934, 152096, 187569, 76096.8, 5036.23, -34738.4, 67032.5, 99364.2, -26457.5, -18766.6, -93701.2, 306702, 82399.6, -217881, -196595, 140474, 44007.3, -54155.4, -121460, 73834.6, 30153.3, 55945.1, -34998.8
5904, 72104.6, 28839.9, 8102.96, -65587.1, 115184, -85112.5, 35282.4, -68067, 43520.6, 35287.2, -21283.4, 11496.3, 65277, 54352.1, -31399.6, -16038.6, 104893, -3366.36, -48872.4, -92432.9, 98161.7, 20358.3, 31172.3, -90678.4
5913, 34890.3, -25579.3, -23017.8, 5762.42, 252091, 101912, -22329.5, 229278, 39110.6, 33740.3, 13518.1, 12712.7, 80125, -48594.3, 56851, 27538, 370765, -40604.9, -60751.5, -363361, 32747.6, 26913.5, -13913.1, 10299.8
5941, 140964, -50699.8, -101448, 83717.1, 145488, -10511.2, -80238.9, 120157, 55436.7, 14726, 33890.8, -40943.7, 104133, 24847.6, 100313, -6804.85, 80324.5, -34533.8, 60725.6, 38082.7, 297918, -25122.1, 45050.8, -293286
5950, 76511.5, 12434.2, 58342.2, 47912.2, 197857, 154076, -36124.9, 118146, 98481.4, -67127.8, -11897.6, 70624.3, 113362, 53997.9, -77509.7, 62005.5, 180411, -57418, 48206.8, -163989, 86845.5, -7573.4, -28515.4, 81514.2
5953, 66635.9, -13009.8, 55661.1, -34248, 415013, 96330.7, 22579.2, 402741, 111324, -11708.8, -29473.9, -106626, 210659, 51526, -28893.4, 201939, 97743, 7859.29, 41713.7, 87717.1, 129038, -11818.6, -24410.8, 125990
5982, 70214.4, -14356.3, -39889.6, 55971.1, 46170.3, 39835.2, 6853.09, 21478.7, 36766.8, -20970.6, 28570.9, 4855.78, 163478, -75142, -76852.5, 122755, 446048, 93978.6, -13452.5, 435752, 141924, -6612.09, 59122.4, -128512
6012, 59984.1, 16243.5, 56133.3, -13538.4, 110950, 34841.4, -88685.9, -55905.3, 45599.6, 34950.5, -14893.6, 23373.8, 113504, 15253.7, -104348, 38519.3, 96545.2, -58784.9, -75097.2, 10564.1, 47634.9, 12210.4, 42202.6, 16032.5
6016, 110641, 80167.8, 54533.9, 53297.1, 183061, -27530.6, 154171, 92278, 51976.9, 3024.24, -43380.4, -27713.6, 602837, 10924.6, -217649, -561007, 69413.9, -29080.9, 58359.8, -22575, 166494, -38007.1, 46283.9, -154791
6043, 42116.5, -30840.2, 25587.8, -12959, 195454, 142979, -22617.6, 129789, 60386.4, 25196.5, -29735.3, 45424.1, 220162, -101035, 127784, 147672, 69632, -12651.8, -26000.4, 63228.7, 26630.6, -12067.2, -22379.1, 6212.09
